Occurrence ID,Short title,Author,Publication year,Title,Volume no.,Pages,Journal,Related objects,Editor,Book,Related publications
4416,Sarkisjan 2000,"Sarkisjan, Gagik Ch.",2000,Zu einigen Besonderheiten der Wiedergabe der griechischen Namen in Keilschrift (nach Materialien aus Uruk),,401-406,,,"Neumann, Hans","Assyriologica et Semitica, Fs. Oelsner. AOAT 252. (Münster)",
4400,Köcher 1995,"Köcher, Franz",1995,Ein Text medizinischen Inhalts aus dem neubabylonischen Grab 405,,203-217,,,"Salje, Beate","Uruk. Die Gräber, AUWE 10 (Berlin)",
4384,Joannès 2014,"Joannès, Francis",2014,Fabrics and Clothes from Mesopotamia during the Achaemenid and Seleucid Periods: The Textual References,,453-464,,,"Breniquet, Catherine",Wool Economy in the Ancient Near East and the Aegean. From the Beginnings of Sheep Husbandry to Institutional Textile Industry (Oxford),
4368,Joannès 2000d,"Joannès, Francis",2000,Le découpage de la viande en Mésopotamie,,333-345,,,,"Topoi Supplément 2, Les animaux et les hommes dans le monde syro-mésopotamien aux époques historiques (Lyon)",
4352,Breyer 2002,"Breyer, Francis Amadeus K.",2002,Zur Verwendung eiens pluralis maiestatis in den Inschriften Nabonids,,89-93,,,"Schaudig, Hanspeter",Ex Mesopotamia et Syria Lux. Fs. Dietrich. AOAT 281 (Münster),
4336,Gehlken 2000,"Gehlken, Erlend",2000,Sonnenaufgang in Sippar: Tafel 27 der Serie Enūma Anu Enlil. In memoriam Professor Luigi Cagni,,345-353,,,"Graziani, Simonetta",Studi sul vicino oriente antico dedicati alla memoria di Luigi Cagni (Napoli),
4319,Ehrenberg 2002,"Ehrenberg, Erica",2002,The Kassite Cross Revisited,,65-74,,,"Wunsch, Cornelia","Mining the archives, Fs. Walker (Dresden)",
4303,Otto 2005,"Otto, Eckart",2005,Die Rechtshermeneutik des Pentateuch und die achämenidische Rechtsideologie in ihren altorientalischen Kontexten,,71-116,,,"Fögen, Marie-Therès",Kodifizierung und Legitimierung des Rechts in der Antike und im Alten Orient (Harrassowitz),
4287,Vanderhooft 2003,"Vanderhooft, David S.",2003,Babylonian Strategies of Imperial Control in the West: Royal Practice and Rethoric,,263-284,,,"Blenkinsopp, Joseph ",Judah and the Judeans in the Neo-Babylonian Period (Winona Lake),
4271,Weisberg 1996,"Weisberg, David B.",1996,The Neo-Babylonian Empire,,221-233,,,"Westenholz, Joan Goodnick",Royal Cities of the Biblical World (Jerusalem),
4255,Wunsch 2010,"Wunsch, Cornelia",2010,Neo-Babylonian Entrepreneurs.,,40-61,,,"Landes, D.S.",The Invention of Enterprise: Entrepreneurship from Ancient Mesopotamia to Modern Times (Princeton),
4239,Tuplin 2008,"Tuplin, Christopher",2008,Taxation and death: certainties in the Persepolis Fortification archive?,,317-386,,,"Stolper, Matthew W.","L'archive des Fortifications de Persepolis. État des questions et perspectives de recherches, Persika 12",
4223,Waerzeggers 2005,"Waerzeggers, Caroline",2005,The dispersal history of the Borsippa archives.,,343-363,,,"Baker, Heather D.","Approaching the Babylonian Economy, AOAT 330 (Münster)",
4207,Becking 2002,"Becking, Bob",2002,West Semites at Tell Šeh Hamad: Evidence for the Israelite Exile?,,153-166,,,"Knauf, Ernst Axel",,
4191,"Hrouda, Hrouda and Spycket 2001","Spycket, Agnès",2001,Isin et Larsa: Évocation Rétrospective,,509-511,,,"Breniquet, Catherine",,
4175,Reiche and Malgorzata Sandowicz 2009,"Reiche, Andrzej",2009,Neo-Babylonian Seal from the Potocki Collection at the National Museum in Warsaw,,195-220,,,"Drewnowska-Rymarz, Olga",,
4158,Kuhrt 2014,"Kuhrt, Amélie",2014,State Communications in the Persian Empire,,112-140,,,"Radner, Karen",,
4142,Kuhrt 1987,"Kuhrt, Amélie",1987,Berossus' Babyloniaka and Seleucid Rule in Babylonia,,32-56,,,"Kuhrt, Amélie",,
4126,Bongenaar 2001,"Bongenaar, A.C.V.M.",2001,Houses as institutional property of the Neo-Babylonian temples,,9-12,,,"van Soldt, Wilfred H.",,
184,EvM,"Evetts, Basil Thomas A.",1892,"Tablets from the reign of Amēl-Marduk in ""Evetts""",,,,7116,,"Inscriptions of the Reigns of Evil-Merodach (B.C. 562-559), Neriglissar (B.C. 559-555), and Laborosoarchod (B.C. 555), Babylonische Hefte VI-B",
5199,Henkelman 2003,"Henkelman, Wouter F.M.",2003,"Persians, Medes and Elamites: acculturation in the Neo-Elamite period.",,181-231,,,"Lanfranchi, Giovanni , B.","Conitnuity of Empire (?). Assyria, Media, Persia (Padova)",
5183,Lambert 1997,"Lambert, Wilfred G.",1997,Syncretism and Religious Controversy in Babylonia,,158-162,,,,"Aufsätze zum 65. Geburtstag von Horst Klengel I, AoF 24 (1997)",
5167,Müller and Al-Said 2002,"Al-Said, Said F.",2002,Der babylonische König Nabonid in taymanischen Inschriften,,105-122,,,"Nebes, Norbert","Neue Beiträge zur Semitistik: Erstes Arbeitstreffen der Arbeitsgemeinschaft Semitistik in der Deutschen Morgenländischen Gesellschaft vom 11. bis 13. September 2000 an der Friedrich‐Schiller‐Universität Jena, Jenaer Beiträge zum Vorderen Orient 5 (Wiesbaden)",
5151,Struve 1971,"Struve, Vassili V.",1968,"Neue Angaben zur alten Geschichte Armeniens, bezeugt in der Behistun-Inschrift  (in Russ.)",,"7-23, 216-221",,,,"Этюды по истории Северного Причерноморья, Кавказа и Средней Азии (Ленинград 1968)[Ètjudy po istorii Severnogo Pričernomor’ja, Kavkaza i Srednej Azii (Leningrad 1968)]",
5135,Abusch 2010,"Abusch, Tzvi",2010,A Neo-Babylonian Recension of Maqlû: Some Observations on the Redaction of Maqlû Tablet VII and on the Development of Two of Its Incantations,,1-16,,,"Fincke, Jeanette",Festschrift für Gernot Wilhelm anläßlich seines 65. Geburtstages am 28. Januar 2010 (Dresden),
5119,Sherwin-White 1987,"Sherwin-White, Susan",1987,Seleucid Babylonia: a case-study for the installation and development of Greek rule,,1-31.,,,"Kuhrt, Amélie",Hellenism in the East. The Interaction of Greek and non-Greek civilizations from Syria to Central Asia after Alexander (London),
5103,Zawadzki 1993,"Zawadzki, Stefan",1993,Political Situation in Babylonia During Amel-Marduk's Rule,,309-317,,,"Zablocka, Julia",Šulmu IV: Everyday Life in Ancient Near East (Prague),
5087,Lafont 1998,"Démare-Lafont, Sophie",1998,Fief et féodalité dans le Proche-Orient ancien,,515-630,,,"Bournazel, E.","Les féodalités, Histoire générale des systèmes politiques (Paris)",
5071,Humphreys 1969,"Humphreys, S.C.",1969,"History, Economics and Anthropology",,165-212,,,,The Work of Karl Polanyi: History and Theory 8 (Ann Arbor),
5055,Hachmann 1995,"Hachmann, Rolf",1995,Die Völkerschaften auf den Bildwerken von Persepolis,,195-223,,,"Hauptmann, H.","Beiträge zur Kulturgeschichte Vorderasiens, Fs. Boehmer (Mainz)",
5039,Rollinger 2003b,"Rollinger, Robert",2003,"The Western expansion of the Median ""empire"": a re-examination.",,289-319,,,"Lanfranchi, Giovanni , B.","Conitnuity of Empire (?). Assyria, Media, Persia (Padova)",
5023,van der Spek 1998a,"van der Spek, Robartus",1998,Cuneiform Documents on Parthian History: the Rahimesu Archive. Materials for the Study of the Standard of Living,,205-258,,,"Wiesehöfer, Josef","Das Parther-Reich and seine Zeugnisse, Historia-Einzelschriften 122 (Stuttgart)",
5007,Largement 1963,"Largement, René",1963,Astronomie. Asie occidentale,,93-97,,,,Dictionnaire archéologique des techniques I (1963),
4991,Zadok 2004,"Zadok, Ran",2004,West Semites in South Babylonia According to Administrative and Epistolary Documents from the 9th-2nd Centuries BCE.,,199*-228*,,,"Heltzer, Michael","Teshurot LaAvishur, Festschrift Y. Avishur (Tel Aviv and Jaffa)",
4975,Briant 1991,"Briant, Pierre",1991,Le roi est mort: vive le roi!,,1-11,,,"Kellens, Jean",La religion iranienne à l´époque achéménide (Ghent),
4959,Vargyas 2005,"Vargyas, Péter",2005,Moneybags in Neo-Babylonian Texts.,,587-592,,,"Sefati, Yitzhak","""An Experienced Scribe Who Neglects Nohing"". Ancient Near Eastern Studies in Honor of Jacob Kle (Bethesda)",
4943,Berger 1993,"Berger, Paul-R.",1993,Imaginäre Astrologie in spätbabylonischer Propaganda,,275-289,,,"Galter, Hannes , D.","Die Rolle der Astronomie in den Kulturen Mesopotamiens, GMS 3 (Graz)",
4927,Beaulieu 2000b,"Beaulieu, Paul-A.",2000,A Land Grant on a Cylinder Seal and Assurbanipal´s Babylonian Policy,,25-45,,,"Graziani, Simonetta",Studi sul vicino oriente antico dedicati alla memoria di Luigi Cagni (Napoli),
3300,"VT 11 (1961), 128-136","Auerbach, Elias",1961,Wann eroberte Nebukadnezar Jerusalem?,11,128-136,Vetus Testamentum,,,,
3282,"UCP 9/3 (1928), 269-277","Lutz, Henry F.",1928,"An Agreement between a Babylonian Feudal Lord and His Retainer in the Reign of Darius II,",9/III,269-277,University of California Publications,,,,
3266,"Transeuphratène 20 (2000), 9-43","Maucourant, Jérôme",2000,"Échange, commerce et monnaie dans les économies non modernes - Un réexamen de l´approche de Karl Polanyi",20,9-43,Transeuphratène,,,,
3250,"Tel-Aviv 17/2 (1990), 223-231","Zadok, Ran",1990,On Early Arabians in the Fertile Crescent,17/2.,223-231,Tel-Aviv,,,,
3234,"Sumer 41 (1985), 110-112","Brinkman, John A.",1985,From Destruction to Resurrection: the Antecedents of Babylonia´s Birth as a World Power in the Seventh Century B.C.,41,110-112,Sumer,,,,
3218,"StIr 5 (1976), 33-65","Herrenschmidt, Clarisse",1976,Désignation de l´empire et concepts politiques de Darius Ier d´après ses inscriptioons en vieux-perse,5,33-65,Studia Iranica,,,,
3202,"Spiegel Historiael 15 (1980), 475-478","van Espen, Paula",1980,Neobabylonische oorkonden uit Sippar,15,475-478,Spiegel Historiael,,,,
3186,"SEL 12 (1995), 241-252","Zadok, Ran",1995,On the Current State of Elamite Lexicography,12,241-252,Studi Epigrafici e Linguistici sul Vicino Oriente Antico,,,,
3170,"SAAB 7 (1994), 129-132","Röllig, Wolfgang",1994,Zur Historischen Einordnung der Texte,7,129-132,"State Archives of Assyria, Bulletin",,,,
3154,"RO 51/1 (1998), 25-31","MacGinnis, John",1998,Contracting out Duck Supply to the Ebabbara,51/1,25-31,Rocznik orientalistyczny,,,,
3138,"Revue d´histoire et de philosophie religieuses 41 (1961), 200-201","Bottéro, Jean",1961,"Rv.F. Wetzel, E.F. Schmidt and A. Mallwitz, Babylon der Spätzeit (WVDOG 62)",41,200-201,Revue d´histoire et de philosophie religieuses,,,,
3122,"RB 70 (1963), 75-81","Lifshitz, Baruch",1963,Sur le culte dynastique des Séleucides,70,75-81,Revue Biblique,,,,
3106,"RA 91 (1997), 81-87","MacGinnis, John",1997,kizû´s of the Ebabbara,91,81-87,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3090,"RA 86 (1992 publ. 1993), 159-184","Joannès, Francis",1992 publ. 1993,Les temples de Sippar et leurs trésors à l'époque néo-babylonienne,86,159-184,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3074,"RA 79 (1985), 87","Kessler, Karlheinz",1985,"CT 51, 65 (BM 34822)",79,87,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3058,"RA 75 (1981), 91-92","McEwan, Gilbert J.P.",1981,ša taturru,75,91-92,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3042,"RA 64 (1970), 149-160","Vallat, François",1970,"Tablette élamite de Darius Ier,",64,149-160,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3026,"RA 48 (1954), 155-157","Cocquerillat, Denise",1954,"Rv. H.H. Figulla, Business Documents of the New-Babylonian Period",48,155-157,Revue d'Assyriologie et d'Archéologie Orientale,,,,
3010,"RA 16 (1919), 111-114","Scheil, Vincent",1919,Notules [LVII and LVIII],16,111-114,Revue d'Assyriologie et d'Archéologie Orientale,,,,
2994,"PSBA 9 (1887), 167-177","Revillout, Eugène",1887,"Contrats de mariage et d'adoption dans l'Égypte et dans la Chaldée,",9,167-177,Proceedings of the Society of Biblical Archaeology,,,,
2978,"PEQ 111 (1979), 113-116","Shea, William H.",1979,Nebukadnezzar´s Chronicle and the Date of theDestruction of Lachish III,111,113-116,Palestine Exploration Quarterly,,,,
2962,"OrS 50 (2001), 75-130","Pedersén, Olof",2001,Cuneiform Texts from Neo-Babylonian Sippar in the Gothenburg City Museum,50,75-130,Orientalia Suecana,,,,
2946,"Or 9 (1940), 388-389","Pohl, Alfred",1940,"Rv. E.W. Moore, Neo-Babylonian Documents in the University of Michigan Collection",9,388-389,Orientalia,,,,
2928,"Or 69 (2000), 433-438","van der Spek, Robartus",2000,"Rv. G.F. del Monte, Testi dalla Babilonia Ellenistica, Vol. I: Testi Cronografici (Studi Hellenistici IX, 1997)",69,433-438,Orientalia,,,,
2911,"Or 6 (1937), 245-251","Ungnad, Arthur",1937,Babylonische Kriegsanleihen,6,245-251,Orientalia,,,,
2894,"Or 51 (1982), 391-393","Zadok, Ran",1982,Notes on the Early History of the Israelites and Judeans in Mesopotamia,51,391-393,Orientalia,,,,
2878,"Or 37 (1968), 290-303","Stève, Marie-Joseph",1968,Fragmenta Elamica,37,290-303,Orientalia,,,,
2861,"Or 27 (1958), 451-452","North, R.",1958,"Rv. F. Wetzel, E.F. Schmidt , Das Babylon der Spätzeit",27,451-452,Orientalia,,,,
2845,"Or 19 (1950), 217-232","Nicolò, Mariano, San",1950,Neubabylonische Urkunden aus Ur,19,217-232,Orientalia,,,,
2829,"OLZ 96/4-5 (2001), 503-510","Oelsner, Joachim",2001,"Rv. H. Hunger and D. Pingree, Astral Sciences in Mesopotamia, HdO 44 (Leiden and Boston/Köln 1999)",96/4-5,503-510,Orientalistische Literaturzeitung,,,,
2813,"OLZ 86 (1991), 499-502","Oelsner, Joachim",1991,"Rv. A.J. Sachs, Astronomical Diaries and Related Texts from Babylonia, Vol. II (two parts), Diaries from 261 B.C. to 165 B. C.",86,499-502,Orientalistische Literaturzeitung,,,,
2797,"OLZ 76 (1981), 175-176","Sandermann, W.",1981,"Rv. E.N. von Voigtlander, The Bisitun Inscription of Darius the Great, Babylonian Version",76,175-176,Orientalistische Literaturzeitung,,,,
2781,"OLZ 52 (1957), 515-517","Moortgat, Anton",1957,"Rv. R. Ghirshman, Village perse-achéménide",52,515-517,Orientalistische Literaturzeitung,,,,
2765,"OLZ 24 (1921), 21-25, 79-88","Schwenzner, Walter",1921,Beiträge zur babylonischen Wirtschaftsgeschichte,24,"21-25, 79-88",Orientalistische Literaturzeitung,,,,
2749,"NAPR 10 (1996), 7-38","Rutten, Katrien",1996,"Late Achaemenid and Hellenistic Pottery from the Tombs of Mahmūdīyah, Abū Qubūr and Tell ed-Dēr",10,7-38,Northern Akkad Project Reports,,,,
2733,NABU 2010/43,"Mirelman, Sam",2010,Drum construction in thelilissu ritual.,43,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2717,NABU 2008/8,"Brinkman, John A.",2008,A Legal Text from Babylon Dated to the Reign of Shalmaneser V,8,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2700,NABU 2007/54,"Jursa, Michael",2007,"Texte aus dem 'Palastarchiv' Nebuchadnezzars, außerhalb von Berlin",54,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2684,NABU 2006/11,"Oelsner, Joachim",2006,Griechische Abschriften akkadischer Texte?,11,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2668,NABU 2004/74,"Gehlken, Erlend",2004,"""maharu in spB Wirtschaftstexten"".",74,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2652,NABU 2003/15,"Tarasewicz, Radosław",2003,YOS 6 141: the account of bird-keepers from Eanna Temple at Uruk,15,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2636,NABU 2001/90,"Gentili, Paolo",2001,Nabonidus´ friends in Arabia,90,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2620,NABU 2000/40,"Everling, János",2000,Répartition chronologique et géographique des sources babyloniennes du 1er millénaire avant J.-C.,40,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2604,NABU 1999/103,"Jursa, Michael",1999,"VS 6, 252+276",103,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2588,NABU 1998/26,"Fincke, Jeanette",1998,SpTU III Nr. 85 joint zu SpTU II Nr. 22,26,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2572,NABU 1997/7,"Zadok, Ran",1997,Some Iranian Anthroponyms and Toponyms,7,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2555,NABU 1997/12,"Zadok, Ran",1997,Two N/LB administrative documents,12,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2539,NABU 1996/2,"del Monte, Giuseppe F.",1996,Ad NABU 1995/69 (BibMes 24 5 and 33),2,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2523,NABU 1995/4,"Zadok, Ran",1995,A Document Concerning Work in Elam. BM 49718,4,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2507,NABU 1994/33,"MacGinnis, John",1994,Neriglissar qīpu of the Ebabbara,33,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2490,NABU 1992/45,"Jursa, Michael",1992,Širku,45,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2474,NABU 1990/10,"Joannès, Francis",1990,Cadastre et titres de propriété en Babylonie achéménide,10,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2458,NABU 1988/55,"Joannès, Francis",1988,Un lettré néo-babylonien,55,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2441,NABU 1987/55,"Al-'Adami, Khalid",1987,Tablets from Sippar,55,,Nouvelles Assyriologiques Brèves et Utilitaires,,,,
2425,"Musées de France 7 (1957), 99-104","Nougayrol, Jean",1957,Portrait d´une Sémiramis: La Revue des Arts,7,99-104,Musées de France,,,,
2409,"Mesopotamia 28 (1993), 349-352","Cagni, Luigi",1993,"Rv. K. Kessler, Uruk. Urkunden aus Privahäusern. Die Wohnhäuser westlich des Eanna-Tempelbereichs. Teil I: Die Archive der Söhne des Bēl-ušallim, des Nabû-ušallim and des Bēl-supê-muhur (AUWE 8, 1991)",28,349-352,Mesopotamia,,,,
2393,"MDOG 110 (1978 publ. 1979), 19-28","Nagel, Wolfram",1978 publ. 1979,"Wo lagen die ""Hängenden Gärten"" in Babylon?",110,19-28,Mitteilungen der Deutschen Orient-Gesellschaft,,,,
2377,"Kratylos 25 (1980), 1-66","Schmitt, Rüdiger",1980,Altpersisch-Forschung in den Siebzigjahren,25,1-66,Kratylos,,,,
2361,"JNES 68 (2009), 40-41","Hunger, Hermann",2009,"Rv. D.B. Weisberg, Neo-Babylonian Texts in the Oriental Institute Collection (OIP 122, 2003).",68,40-41,Journal of Near Eastern Studies,,,,
2345,"JNES 60 (2001), 290-291","Biggs, Robert D.",2001,"Rv. E. Von Weiher, Uruk: Spätbabylonische Texte aus dem Planquadrat U 18. Teil V, Mainz 1998",60,290-291,Journal of Near Eastern Studies,,,,
2329,"JNES 53 (1994), 81-109","Cole, Steven W.",1994,Marsh Formations in the Borsippa Region and the Course of the Lower Euphrates,53,81-109,Journal of Near Eastern Studies,,,,
2313,"JNES 43 (1984), 115-140","Rochberg-Halton, Francesca",1984,New Evidence for the History of Astrology,43,115-140,Journal of Near Eastern Studies,,,,
2297,"JNES 30 (1971), 158","Biggs, Robert D.",1971,"Rv. D.A. Kennedy, Cuneiform Texts from Babylonian Tablets in the British Museum. Part XLIX. Late Babylonian Economic Texts",30,158,Journal of Near Eastern Studies,,,,
2280,"JNES 2 (1943), 307-313","Cameron, George G.",1943,"Darius, Egypt, and the ""Lands beyond theSea""",2,307-313,Journal of Near Eastern Studies,,,,
2264,"JNES 12 (1953), 210-212","Laessøe, Jorgen",1953,"Rv. E. Ebeling, Neubabylonische Briefe (1949)",12,210-212,Journal of Near Eastern Studies,,,,
2248,"JESHO 47 (2004), 261-264","van de Mieroop, Marc",2004,"Rv. G. van Driel, Elusive Silver. In search of a role for a market in an agrarian enviroment. Aspects of Mesopotamian Society. Leiden. 2002.",47,261-264,Journal of the Economic and Social History of the Orient,,,,
2232,"JEOL 40 (2006-2007), 91-101","MacGinnis, John",200-2007,Fields of Endeavour - Leasing and Releasing the Land of Samas,40,91-101,Jaarbericht van het Voor-Aziatisch-Egyptisch-Gezelschap Ex Oriente Lux,,,,
2215,"JCS 60 (2008), 87-99","MacGinnis, John",2008,A Judgement of Darius the king.,60,87-99,Journal of Cuneiform Studies,,,,
2199,"JCS 49 (1997), 83-101","Koch, Johannes",1997,"Zur Bedeutung von LÁL in den ""Astronomical Diaries"" und in der Plejaden-Schaltregel",49,83-101,Journal of Cuneiform Studies,,,,
2183,"JCS 41/1 (1989), 57-64","Zawadzki, Stefan",1990,The First Year of Nabopolassar´s Rule According to the Babylonian Chronicle BM 25127,41/1,57-64,Journal of Cuneiform Studies,,,,
2166,"JCS 26 (1974), 66-70","Walker, Christopher,  Bromhead F.",1974,Texts and Fragments 85-90,26,66-70,Journal of Cuneiform Studies,,,,
2150,"JCS 14 (1960), 59-68","Cameron, George G.",1960,The Elamite Version of the Bisitun Inscriptions,14,59-68,Journal of Cuneiform Studies,,,,
2134,"JAOS 97 (1977), 546-549","Stolper, Matthew W.",1977,Yet AnOther Iranian Loanword in Late Babylonian: Babyl. mašāka < Ir. * vaz*āka-,97,546-549,Journal of the American Oriental Society,,,,
2118,"JAOS 64 (1944), 34-36","Lewy, Julius",1944,Neo-Babylonian Names of the Days of the Week?,64,34-36,Journal of the American Oriental Society,,,,
2102,"JAOS 125 (2005), 517-533","Waters, Matthew, W.",2005,Media and its Discontents,125,517-533,Journal of the American Oriental Society,,,,
2086,"JAOS 118 (1998), 450-451","Bagnall, Roger S.",1998,"Rv. M.J. Geller and H. Maehler (eds), Legal Documents of the Hellenistic World (London 1995)",118,450-451,Journal of the American Oriental Society,,,,
2070,"JAOS 111 (1991), 19-37","Roth, Martha T.",1991,The Dowries of the Women in the Itti-Marduk-balāṭu Family,111,19-37,Journal of the American Oriental Society,,,,
2054,"JANES 7 (1975 publ. 1976), 95-101","Nemet-Nejat, Karen Rhea",1975 publ. 1976,A Late Babylonian Field-Plan,7,95-101,Journal of the Ancient Near Eastern Society of Columbia University,,,,
2038,"JA 9 (1972), 94-101","Demandt, Alexander",1972,Die Ohren des falschen Smerdis,9,94-101,Journal Asiatique,,,,
2022,"JA 246 (1958), 49-65","Benveniste, Émile",1958,Notes sur les tablettes élamites de Persépolis,246,49-65,Journal Asiatique,,,,
2006,"Isis 54 (1963), 229-246","Pingree, David",1963,Astronomy and Astrology in India and Iran,54,229-246,Isis,,,,
1990,"Iraq 64 (2002), 135-216","Reade, Julian E.",2002,The ziggurat and temples of Nimrud,64,135-216,Iraq,,,,
1974,"Iraq 54 (1992), 119-140","Stolper, Matthew W.",1992,Late Achaemenid Texts from Dilbat,54,119-140,Iraq,,,,
1958,"Iraq 37 (1975), 39-55","Drews, Robert",1975,"The Babylonian Chronicles and Berossus,",37,39-55,Iraq,,,,
1942,"Iran 5 (1967), 7-10","Cameron, George G.",1967,An Inscription of Darius from Pasargadae,5,7-10,Iran. Journal of the British Institute of Persian Studies,,,,
1926,"IrAn 24 (1989), 79-85","Calmeyer, Peter",1989,Beobachtungen an der Silbervase aus Persepolis,24,79-85,Iranica Antiqua,,,,
1910,"IOS 8 (1978), 266-332","Zadok, Ran",1978,"The Nippur Region during the Late Assyrian, Chaldaean and Achaemenian Periods, chiefly according to written sources",8,266-332,Israel Oriental Studies,,,,
1894,"HUCA 19 (1948), 405-489","Lewy, Julius",1948,The Late Assyro-Babylonian cult of the Moon and its culmination at the Time of Nabonidus,19,405-489,Hebrew Union College Annual,,,,
1878,"Gnomon 31 (1959), 544-545","Erdmann, Kurt",1959,"Rv. H.H. von der Osten, Die Welt der Perser",31,544-545,Gnomon,,,,
1862,"Durnij Vostok 3 (1978), 88-92 (Russ., Engl. Summary S. 264f.)","Sarkisjan, Gagik Ch.",1978,Das Versorgungslos isqu in der Stadt des späten Babyloniens - eine Analogie zu den Polis - Verteilungen,3,88-92,Durnij Vostok,,,,
1846,"DAFI 8 (1978), 109-136","Hallock, Richard T.",1978,Selected Fortifications Texts,8,109-136,Cahiers de la Délégation Archéologique Française en Iran,,,,
1830,"Centaurus 5 (1958), 209-277","Aaboe, Asger",1958,On Babylonian Planetary theories,5,209-277,Centaurus,,,,
1814,"Bulletin of the American Mathematical Society 54 (1948), 1013-1041","Neugebauer, Otto",1948,Mathematical Methods in Ancient Astronomy,54,1013-1041,Bulletin of the American Mathematical Society,,,,
1798,"BSOAS 53 (1990), 1-7","Geller, Mark J.",1990,Babylonian Astronomical Diaries and Corrections of Diodorus,53,1-7,Bulletin of the School of Oriental and African Studies,,,,
1781,"BSOAS 41 (1978), 421","Lambert, Wilfred G.",1978,"Rv. H. Lanz, Die neubabylonischen harrānu-Geschäftsunternehmen",41,421,Bulletin of the School of Oriental and African Studies,,,,
1765,"BSA 4 (1988), 121-159","van Driel, Govert",1988,Neo-Babylonian Agriculture,4,121-159,Bulletin on Sumerian Agriculture,,,,
1749,"BMQ 3 (1928), 70","Gadd, Cyril J.",1928,[No.] 52. Egyptian and Babylonian Acquisitions,3,70,British Musem Quarterly,,,,
1733,"BiOr 66 (2009), 186-189","Pirngruber, Reinhard",2009,"Rv. P. Corò, Prebende templari in età seleucide (2005).",66,186-189,Bibliotheca Orientalis,,,,
1717,"BiOr 6 (1954), 200-205","Petschow, Herbert",1954,"Rv. E. Ebeling, Neubabylonische Briefe (1949) and Rv. E. Ebeling, Glossar zu den neubabylonischen Briefen (1953)",6,200-205,Bibliotheca Orientalis,,,,
1700,BiOr 55 (1998) 333-345,"van Driel, Govert",1998,"Eighth Century Nippur: Rv. S.W. Cole, Nippur in Late Assyrian Times (SAAS IV, 1996) and Rv. S.W. Cole, Nippur IV. the Early Neo-Babylonian Governor´s Archive from Nippur (OIP 144, 1996)",55,333-345,Bibliotheca Orientalis,,,,
1684,"BiOr 48 (1991), 202-210","Joannès, Francis",1991,"Rv. E.V. Leichty, Catalogue of the Babylonian Tablets in the British Museum. Vol. VI Tablets from Sippar, 1 (1986)",48,202-210,Bibliotheca Orientalis,,,,
1667,"BiOr 39 (1982), 141-145","Wilcke, Claus",1982,"Rv. H. Hunger, Spätbabylonische Texte aus Uruk, Teil I",39,141-145,Bibliotheca Orientalis,,,,
1651,"BiOr 26 (1969 publ. 1970), 409-410","Kampmann, Arie, A.",1969 publ. 1970,"Rv. E. Herzfeld, the Persian Empire",26,409-410,Bibliotheca Orientalis,,,,
1635,"BiOr 13 (1956), 56-65","Erdmann, Kurt",1956,"Rv. E.F. Schmidt, Persepolis I: Structures, Reliefs, Inscriptions",13,56-65,Bibliotheca Orientalis,,,,
1619,"Berytus 12 (1956-57), 35-52","Wolski, Józef",1956-57,The Decay of theIranian Empire of the Seleucids and the Chronology of the Parthian Beginnings,12,35-52,Berytus,,,,
1603,"BCSMS 26 (1993), 7-14","Beaulieu, Paul-A.",1993,Women in Neo-Babylonian Society,26,7-14,Bulletin. The Canadian Society for Mesopotamian Studies,,,,
1587,"BASOR 143 (1956), 28-33","Albright, William F.",1956,The Nebuchadnezzar and Neriglissar Chronicles,143,28-33,Bulletin of the American Schools of Oriental Research,,,,
1571,"BaM 3 (1964), 157-173","Strommenger, Eva",1964,Grabformen in Babylon,3,157-173,Baghdader Mitteilungen,,,,
1555,"BaM 13 (1982), 21-30","Cavigneaux, Antoine",1982,Schultexte aus Warka,13,21-30,Baghdader Mitteilungen,,,,
